lm0,lm1,lm2,lm3,lm4,lm5,lm6,lm7,lm8,lm9,lm10,lm11,lm12,lm13,lm14,lm15,lm16,lm17,lm18,lm19,lm20,lm21,lm22,lm23,lm24,lm25,lm26,lm27,lm28,lm29,lm30,lm31,lm32,lm33,lm34,lm35,lm36,lm37,lm38,lm39,lm40,lm41,lm42,lm43,lm44,lm45,lm46,lm47,lm48,lm49,lm50,lm51,lm52,lm53,lm54,lm55,lm56,lm57,lm58,lm59,lm60,lm61,lm62,label
0.6439694762229919,1.059022068977356,8.987023534245964e-07,0.7613307237625122,0.9492103457450867,-0.0047239987179636955,0.7909561991691589,0.8225513100624084,-0.03572056442499161,0.7857653498649597,0.6864796876907349,-0.05657109618186951,0.7758666276931763,0.5822045207023621,-0.08488184213638306,0.7746659517288208,0.7634711265563965,-0.18477267026901245,0.7856112122535706,0.5807282328605652,-0.2576645016670227,0.7851424217224121,0.4489344656467438,-0.2886524200439453,0.7803680896759033,0.34489762783050537,-0.30771350860595703,0.6843580007553101,0.7612158060073853,-0.2026442140340805,0.6911138892173767,0.5474187135696411,-0.2910800278186798,0.6898131966590881,0.38702940940856934,-0.32484474778175354,0.6878095269203186,0.27058011293411255,-0.3471084535121918,0.5936395525932312,0.7804387807846069,-0.20905587077140808,0.587360143661499,0.5711510181427002,-0.2920268177986145,0.5840410590171814,0.4147915244102478,-0.33249837160110474,0.5849111676216125,0.30150410532951355,-0.3561252951622009,0.5175316333770752,0.8145139217376709,-0.20611296594142914,0.4801102876663208,0.6737778186798096,-0.2809414267539978,0.46127912402153015,0.5687915086746216,-0.320386677980423,0.4503443241119385,0.4774104952812195,-0.3448503315448761,A
0.6670185327529907,1.0882298946380615,8.21007517970429e-07,0.7643808126449585,0.9837872385978699,-0.006050382740795612,0.7883712649345398,0.834677517414093,-0.024927139282226562,0.7778642177581787,0.69770747423172,-0.041651707142591476,0.7600565552711487,0.5922484993934631,-0.06665541231632233,0.7656877040863037,0.7698946595191956,-0.10737556219100952,0.7752145528793335,0.561604917049408,-0.1573064923286438,0.7764027118682861,0.4290199875831604,-0.1821409910917282,0.7690019607543945,0.325198233127594,-0.19820338487625122,0.6809449791908264,0.7661134600639343,-0.13026513159275055,0.6873931884765625,0.5343959927558899,-0.18161040544509888,0.6864122152328491,0.37676680088043213,-0.20987839996814728,0.6833102107048035,0.2567022144794464,-0.22933372855186462,0.59492027759552,0.7925833463668823,-0.1475844383239746,0.58655846118927,0.5708827972412109,-0.19593805074691772,0.5852868556976318,0.4217059910297394,-0.22730503976345062,0.5879948139190674,0.30672550201416016,-0.24837078154087067,0.516385555267334,0.8418442010879517,-0.1603901982307434,0.4780954122543335,0.6851507425308228,-0.21451586484909058,0.45688629150390625,0.5755072832107544,-0.2420322149991989,0.4461389183998108,0.48085081577301025,-0.2572684586048126,A
0.6588312983512878,1.094818353652954,8.217605227400782e-07,0.7572533488273621,0.9941350221633911,0.0028329305350780487,0.7823421955108643,0.8658208250999451,-0.0107228122651577,0.7726846933364868,0.7409683465957642,-0.022268716245889664,0.7509990334510803,0.6474838256835938,-0.040765952318906784,0.7619343996047974,0.7607380151748657,-0.10599812120199203,0.7710221409797668,0.5546181201934814,-0.14988675713539124,0.7723291516304016,0.4288460910320282,-0.1664373278617859,0.7690066695213318,0.3363286256790161,-0.17599040269851685,0.6761005520820618,0.7515490055084229,-0.1276840716600418,0.6817007660865784,0.519891619682312,-0.18096713721752167,0.6771115064620972,0.3692339062690735,-0.2049218863248825,0.6740492582321167,0.26073724031448364,-0.2197001874446869,0.5903228521347046,0.7767457365989685,-0.1421276181936264,0.5827041864395142,0.5487387776374817,-0.19329866766929626,0.5758224725723267,0.4041842222213745,-0.2251187115907669,0.5758906602859497,0.29992616176605225,-0.24490314722061157,0.5112967491149902,0.824463427066803,-0.150237575173378,0.47461482882499695,0.6637697219848633,-0.20489554107189178,0.4541112780570984,0.560932993888855,-0.23430633544921875,0.44368213415145874,0.47296932339668274,-0.25066429376602173,A
0.6555213928222656,1.107296109199524,8.466914778182399e-07,0.7543094754219055,1.015430212020874,-0.015764227136969566,0.7898821234703064,0.8917205929756165,-0.03795666992664337,0.7909665703773499,0.7713746428489685,-0.056465595960617065,0.7771323919296265,0.6730350852012634,-0.08152829855680466,0.7614389061927795,0.7616741061210632,-0.11644333600997925,0.7709537744522095,0.5560462474822998,-0.1657714545726776,0.7714098691940308,0.4298277497291565,-0.18800665438175201,0.7667332291603088,0.3340702950954437,-0.20208732783794403,0.6750603914260864,0.7513703107833862,-0.13351944088935852,0.6788008809089661,0.5172698497772217,-0.19000235199928284,0.6746593713760376,0.3673790693283081,-0.21849197149276733,0.6701951026916504,0.25754061341285706,-0.23699147999286652,0.5890233516693115,0.7775102257728577,-0.14576050639152527,0.5805708169937134,0.5504014492034912,-0.19903993606567383,0.5751825571060181,0.4084967374801636,-0.23323506116867065,0.5746381878852844,0.30406007170677185,-0.2553776204586029,0.5096599459648132,0.8280949592590332,-0.15403637290000916,0.4742063879966736,0.6676015257835388,-0.2111312448978424,0.453779935836792,0.5655694007873535,-0.2425003945827484,0.4427282214164734,0.4782800078392029,-0.26074931025505066,A
0.6517061591148376,1.113361120223999,9.38484959078778e-07,0.7567011117935181,1.0329978466033936,-0.02918895147740841,0.7984033226966858,0.9155827164649963,-0.05661863088607788,0.8075467348098755,0.7959923148155212,-0.07917814701795578,0.8039500713348389,0.6967546939849854,-0.10716954618692398,0.7588088512420654,0.7671824097633362,-0.11508218944072723,0.768404483795166,0.5594528913497925,-0.1638968288898468,0.7703742980957031,0.43383559584617615,-0.18847551941871643,0.7664015889167786,0.33650296926498413,-0.20414221286773682,0.6717277765274048,0.7530010938644409,-0.12600213289260864,0.6769332885742188,0.5176651477813721,-0.17796912789344788,0.6740641593933105,0.3663751184940338,-0.20663782954216003,0.6697995662689209,0.2569999694824219,-0.22574841976165771,0.5864297151565552,0.7764884233474731,-0.13412290811538696,0.5783749222755432,0.5493751168251038,-0.1821344494819641,0.5738427042961121,0.4079977869987488,-0.21523135900497437,0.574279248714447,0.3044890761375427,-0.23727062344551086,0.5096004605293274,0.8249436020851135,-0.14033916592597961,0.4752611517906189,0.6655542850494385,-0.19090931117534637,0.4558817148208618,0.5651437044143677,-0.21887795627117157,0.44648629426956177,0.4801211655139923,-0.23521146178245544,A
0.6511898040771484,1.1112391948699951,1.040821643982781e-06,0.7554020881652832,1.0409395694732666,-0.05050741136074066,0.8064517974853516,0.9355740547180176,-0.09072098881006241,0.8341227769851685,0.8292431235313416,-0.12335117906332016,0.8498650789260864,0.7336398363113403,-0.16071908175945282,0.7614604234695435,0.760182797908783,-0.13344383239746094,0.7703666090965271,0.5583359003067017,-0.18924951553344727,0.771041989326477,0.43333396315574646,-0.22097280621528625,0.7661905288696289,0.33481115102767944,-0.24274398386478424,0.6734676361083984,0.7453426718711853,-0.1385650783777237,0.6784499287605286,0.5180642008781433,-0.19748611748218536,0.6753085851669312,0.36903196573257446,-0.2339220643043518,0.6702853441238403,0.2583862245082855,-0.26004716753959656,0.5867249965667725,0.7700398564338684,-0.1429346352815628,0.5795274376869202,0.5496352910995483,-0.19760173559188843,0.5749427080154419,0.41034385561943054,-0.2375933676958084,0.5750030875205994,0.30553126335144043,-0.2654522955417633,0.5079526901245117,0.8201192617416382,-0.14726881682872772,0.4740087389945984,0.666329562664032,-0.20360563695430756,0.4553007483482361,0.566978394985199,-0.23717783391475677,0.4457249045372009,0.48029378056526184,-0.2588641941547394,A
0.6372837424278259,1.1119401454925537,9.57033648774086e-07,0.7472972273826599,1.0384955406188965,-0.025111138820648193,0.8092857599258423,0.937009871006012,-0.051146648824214935,0.8482620120048523,0.83612060546875,-0.07478740066289902,0.8685101270675659,0.7543756365776062,-0.10195017606019974,0.7512643337249756,0.769321084022522,-0.08573880791664124,0.7580484747886658,0.5567761659622192,-0.12709489464759827,0.7592557668685913,0.4305480420589447,-0.15007273852825165,0.7556649446487427,0.33160364627838135,-0.16389010846614838,0.6630299091339111,0.7494683861732483,-0.09606808423995972,0.6674962043762207,0.516541600227356,-0.13268941640853882,0.666511595249176,0.3685961961746216,-0.15604493021965027,0.6640957593917847,0.26200181245803833,-0.17285728454589844,0.5756582617759705,0.763737142086029,-0.10480625927448273,0.5719269514083862,0.5414212346076965,-0.1351601630449295,0.5697816610336304,0.40693190693855286,-0.15991416573524475,0.5705556869506836,0.3111272156238556,-0.17804460227489471,0.49844276905059814,0.8045046329498291,-0.11303341388702393,0.47109538316726685,0.6456400156021118,-0.14612941443920135,0.454601913690567,0.5467684864997864,-0.16365988552570343,0.44445091485977173,0.46920859813690186,-0.17336878180503845,A
0.6448338031768799,1.0863662958145142,1.0527436415941338e-06,0.7484384179115295,1.0103485584259033,-0.03526292368769646,0.8045676350593567,0.9185248613357544,-0.06149985268712044,0.8400858044624329,0.8280014991760254,-0.08450338989496231,0.8567190766334534,0.7512409687042236,-0.11034713685512543,0.7383049726486206,0.7338692545890808,-0.0742262527346611,0.748482882976532,0.5365196466445923,-0.11192993819713593,0.7506726384162903,0.4170081615447998,-0.13585972785949707,0.748092532157898,0.32211121916770935,-0.15125779807567596,0.6537717580795288,0.7176226377487183,-0.08025996387004852,0.6583726406097412,0.4946938455104828,-0.11497066169977188,0.6551663875579834,0.35197940468788147,-0.14074233174324036,0.6513047218322754,0.2491479516029358,-0.1593128889799118,0.5709190964698792,0.7359905242919922,-0.08732622861862183,0.5688288807868958,0.5203765034675598,-0.11920642107725143,0.5665826797485352,0.3896135985851288,-0.14811590313911438,0.5678585767745972,0.29467302560806274,-0.16849017143249512,0.4954759478569031,0.7812240719795227,-0.09518074244260788,0.46772077679634094,0.625261664390564,-0.13022133708000183,0.4529557228088379,0.5289937257766724,-0.15069936215877533,0.44666093587875366,0.4509459137916565,-0.162560373544693,A
0.635120153427124,1.0925955772399902,1.0875510270125233e-06,0.7425337433815002,1.0394006967544556,-0.04814157262444496,0.8134506940841675,0.9591516256332397,-0.08426804095506668,0.8717032670974731,0.8782446384429932,-0.11559576541185379,0.9089689254760742,0.8091068267822266,-0.14927326142787933,0.73947674036026,0.7421640157699585,-0.0883067324757576,0.7462765574455261,0.5395064353942871,-0.13062076270580292,0.7497820854187012,0.42063742876052856,-0.15848752856254578,0.7487980127334595,0.3248402178287506,-0.17699573934078217,0.6527500748634338,0.7231422662734985,-0.09029079228639603,0.656570315361023,0.5004780292510986,-0.12739062309265137,0.6563582420349121,0.35935571789741516,-0.155644953250885,0.6543002724647522,0.25508761405944824,-0.1767473667860031,0.5693420171737671,0.7409114837646484,-0.09423437714576721,0.5661990642547607,0.5267360210418701,-0.12679754197597504,0.5675208568572998,0.39735499024391174,-0.15659336745738983,0.5711893439292908,0.30146682262420654,-0.17829488217830658,0.49427330493927,0.7837659120559692,-0.10026261955499649,0.468341201543808,0.6287014484405518,-0.13471731543540955,0.455525666475296,0.5324031114578247,-0.15567395091056824,0.4501184821128845,0.45270836353302,-0.16881832480430603,A
0.6377457976341248,1.086165189743042,9.85833139566239e-07,0.7442713975906372,1.012251377105713,-0.028568614274263382,0.7993541955947876,0.9175834655761719,-0.052352648228406906,0.8322417736053467,0.8195881843566895,-0.07286227494478226,0.8442492485046387,0.7355344295501709,-0.09629391133785248,0.7412486672401428,0.7369507551193237,-0.07508835196495056,0.7511574625968933,0.5406252145767212,-0.1101086288690567,0.7519157528877258,0.4216366112232208,-0.13095775246620178,0.7478111982345581,0.32656243443489075,-0.14444075524806976,0.6565540432929993,0.7180027961730957,-0.08224992454051971,0.6599469184875488,0.4958176910877228,-0.11575962603092194,0.6541094183921814,0.35527825355529785,-0.1394737809896469,0.6474862098693848,0.2516326904296875,-0.1569214165210724,0.57081538438797,0.7340461015701294,-0.08882959187030792,0.5720676779747009,0.5179882645606995,-0.11866067349910736,0.5693213939666748,0.388102650642395,-0.14550122618675232,0.5687304735183716,0.29337775707244873,-0.1651151478290558,0.4917169213294983,0.7771665453910828,-0.09524046629667282,0.466086745262146,0.6239029765129089,-0.1276111900806427,0.45147645473480225,0.5295854806900024,-0.14642053842544556,0.4433984160423279,0.4523940980434418,-0.15756851434707642,A
